ts_id,Date,lightgbm,lumpy_hurdle,random_forest,xgboost
58270M55R00000,04/01/2026,15,12,11,13
58270M55T00000,01/01/2026,8,8,6,9
58270M55T00000,02/01/2026,4,4,6,4
58270M55T00000,03/01/2026,6,6,6,5
58270M55T00000,04/01/2026,9,8,6,9
58270M56R00000,01/01/2026,1,2,3,1
58270M56R00000,02/01/2026,2,2,3,2
58270M56R00000,03/01/2026,1,2,3,2
58270M56R00000,04/01/2026,4,3,3,3
58270M58R00000,01/01/2026,0,1,1,1
58270M58R00000,02/01/2026,0,0,0,0
58270M58R00000,03/01/2026,0,0,0,0
58270M58R00000,04/01/2026,0,0,0,0
58270M62S00000,01/01/2026,4,5,5,3
58270M62S00000,02/01/2026,6,6,6,5
58270M62S00000,03/01/2026,6,6,7,6
58270M62S00000,04/01/2026,5,5,3,5
58270M62S10000,01/01/2026,5,3,2,4
58270M62S10000,02/01/2026,2,2,2,2
58270M62S10000,03/01/2026,3,2,2,3
58270M62S10000,04/01/2026,0,0,0,0
58270M68K00000,01/01/2026,0,0,0,0
58270M68K00000,02/01/2026,2,1,2,1
58270M68K00000,03/01/2026,0,0,0,0
58270M68K00000,04/01/2026,0,0,0,0
58270M68P10000,01/01/2026,12,14,14,13
58270M68P10000,02/01/2026,10,10,14,11
58270M68P10000,03/01/2026,16,15,15,16
58270M68P10000,04/01/2026,15,15,12,14
58270M74L00000,01/01/2026,8,7,7,8
58270M74L00000,02/01/2026,7,7,7,7
58270M74L00000,03/01/2026,5,6,6,6
58270M74L00000,04/01/2026,8,8,7,9
58270M74T00000,01/01/2026,2,2,2,2
58270M74T00000,02/01/2026,0,0,0,0
58270M74T00000,03/01/2026,0,0,0,0
58270M74T00000,04/01/2026,2,3,2,2
58270M75T00000,01/01/2026,0,3,3,2
58270M75T00000,02/01/2026,1,2,3,2
58270M75T00000,03/01/2026,0,2,3,1
58270M75T00000,04/01/2026,1,2,3,1
58270M76M01000,01/01/2026,2,3,2,3
58270M76M01000,02/01/2026,0,0,0,0
58270M76M01000,03/01/2026,0,0,0,0
58270M76M01000,04/01/2026,1,2,2,1
58270M76MA0000,01/01/2026,4,3,3,3
58270M76MA0000,02/01/2026,4,4,3,4
58270M76MA0000,03/01/2026,2,2,3,2
58270M76MA0000,04/01/2026,4,3,3,4
58270M76T01000,01/01/2026,2,1,1,2
58270M76T01000,02/01/2026,0,0,0,0
58270M76T01000,03/01/2026,2,2,2,2
58270M76T01000,04/01/2026,1,1,1,1
58270M79M00000,01/01/2026,1,1,1,1
58270M79M00000,02/01/2026,0,0,0,0
58270M79M00000,03/01/2026,0,0,0,0
58270M79M00000,04/01/2026,2,2,2,2
58271M81R00000,01/01/2026,3,3,3,3
58271M81R00000,02/01/2026,3,2,2,3
58271M81R00000,03/01/2026,4,4,4,4
58271M81R00000,04/01/2026,4,4,4,5
5828062J00000,01/01/2026,0,0,0,0
5828062J00000,02/01/2026,0,0,0,0
5828062J00000,03/01/2026,0,0,0,0
5828062J00000,04/01/2026,0,0,0,0
5828080J01000,01/01/2026,0,1,1,1
5828080J01000,02/01/2026,0,0,0,0
5828080J01000,03/01/2026,0,0,0,0
5828080J01000,04/01/2026,1,1,1,0
58280M68K00000,01/01/2026,1,1,2,1
58280M68K00000,02/01/2026,1,1,2,1
58280M68K00000,03/01/2026,1,1,2,1
58280M68K00000,04/01/2026,1,1,2,1
58287M76M00000,01/01/2026,0,0,0,0
58287M76M00000,02/01/2026,0,0,0,0
58287M76M00000,03/01/2026,0,0,0,0
58287M76M00000,04/01/2026,0,1,1,0
58287M76MA0000,01/01/2026,0,0,0,0
58287M76MA0000,02/01/2026,0,0,0,0
58287M76MA0000,03/01/2026,0,0,0,0
58287M76MA0000,04/01/2026,0,0,0,0
5830057M00000,01/01/2026,4,4,5,5
5830057M00000,02/01/2026,0,0,0,0
5830057M00000,03/01/2026,0,0,0,0
5830057M00000,04/01/2026,0,0,0,0
5830065812000,01/01/2026,0,0,0,0
5830065812000,02/01/2026,0,0,0,0
5830065812000,03/01/2026,0,0,0,0
5830065812000,04/01/2026,0,1,1,1
5830078R00000,01/01/2026,0,0,0,0
5830078R00000,02/01/2026,0,0,0,0
5830078R00000,03/01/2026,2,2,2,2
5830078R00000,04/01/2026,1,1,1,1
58300M80T00000,01/01/2026,1,1,1,1
58300M80T00000,02/01/2026,1,1,1,1
58300M80T00000,03/01/2026,0,1,1,1
58300M80T00000,04/01/2026,2,1,1,1
5831052S01000,01/01/2026,3,2,2,3
5831052S01000,02/01/2026,1,1,1,1
5831052S01000,03/01/2026,2,2,2,2
5831052S01000,04/01/2026,3,3,2,2
58315M55R00000,01/01/2026,0,0,0,0
58315M55R00000,02/01/2026,0,0,0,0
58315M55R00000,03/01/2026,0,1,1,0
58315M55R00000,04/01/2026,0,0,0,0
58315M68P00000,01/01/2026,0,0,0,0
58315M68P00000,02/01/2026,0,0,0,0
58315M68P00000,03/01/2026,0,0,0,0
58315M68P00000,04/01/2026,0,0,0,0
58315M74T00000,01/01/2026,0,0,0,0
58315M74T00000,02/01/2026,0,0,0,0
58315M74T00000,03/01/2026,0,0,0,0
58315M74T00000,04/01/2026,0,0,0,0
58315M81R00000,01/01/2026,0,0,0,0
58315M81R00000,02/01/2026,0,0,0,0
58315M81R00000,03/01/2026,0,0,0,0
58315M81R00000,04/01/2026,0,0,0,0
58316M55R00000,01/01/2026,0,0,0,0
58316M55R00000,02/01/2026,0,0,0,0
58316M55R00000,03/01/2026,0,0,0,0
58316M55R00000,04/01/2026,0,0,0,0
58316M62S00000,01/01/2026,0,0,0,0
58316M62S00000,02/01/2026,0,0,0,0
58316M62S00000,03/01/2026,0,0,0,0
58316M62S00000,04/01/2026,0,0,0,0
58316M68P00000,01/01/2026,0,0,0,0
58316M68P00000,02/01/2026,0,0,0,0
58316M68P00000,03/01/2026,0,0,0,0
58316M68P00000,04/01/2026,0,0,0,0
5832052S00000,01/01/2026,0,0,0,0
5832052S00000,02/01/2026,0,1,1,0
5832052S00000,03/01/2026,0,0,0,0
5832052S00000,04/01/2026,1,1,2,1
58322M55R00000,01/01/2026,0,0,0,0
58322M55R00000,02/01/2026,0,0,0,0
58322M55R00000,03/01/2026,0,0,0,0
58322M55R00000,04/01/2026,0,0,0,0
58322M55T00000,01/01/2026,0,0,0,0
58322M55T00000,02/01/2026,0,0,0,0
58322M55T00000,03/01/2026,0,0,0,0
58322M55T00000,04/01/2026,0,0,0,0
58322M68P00000,01/01/2026,0,0,0,0
58322M68P00000,02/01/2026,0,0,0,0
58322M68P00000,03/01/2026,0,0,0,0
58322M68P00000,04/01/2026,0,0,0,0
58322M74T00000,01/01/2026,0,0,0,0
58322M74T00000,02/01/2026,0,0,0,0
58322M74T00000,03/01/2026,0,0,0,0
58322M74T00000,04/01/2026,0,0,0,0
5833152S00000,01/01/2026,0,0,0,0
5833152S00000,02/01/2026,0,1,1,0
5833152S00000,03/01/2026,0,0,0,0
5833152S00000,04/01/2026,1,1,2,1
5833354P00000,01/01/2026,0,0,0,0
5833354P00000,02/01/2026,0,0,0,0
5833354P00000,03/01/2026,0,0,0,0
5833354P00000,04/01/2026,0,0,0,0
58333M76T00000,01/01/2026,0,0,0,0
58333M76T00000,02/01/2026,0,0,0,0
58333M76T00000,03/01/2026,0,0,0,0
58333M76T00000,04/01/2026,0,0,0,0
5841078R00000,01/01/2026,0,1,1,0
5841078R00000,02/01/2026,0,0,0,0
5841078R00000,03/01/2026,0,0,0,0
5841078R00000,04/01/2026,1,2,2,1
58410M55T00000,01/01/2026,0,0,0,0
58410M55T00000,02/01/2026,0,0,0,0
58410M55T00000,03/01/2026,0,0,0,0
58410M55T00000,04/01/2026,0,0,0,0
58410M74T00000,01/01/2026,0,0,0,0
58410M74T00000,02/01/2026,0,0,0,0
58410M74T00000,03/01/2026,0,0,0,0
58410M74T00000,04/01/2026,0,0,0,0
58410M80T00000,01/01/2026,0,0,0,0
58410M80T00000,02/01/2026,0,0,0,0
58410M80T00000,03/01/2026,0,0,0,0
58410M80T00000,04/01/2026,0,0,0,0
58415M55R00000,01/01/2026,0,1,1,0
58415M55R00000,02/01/2026,0,0,0,0
58415M55R00000,03/01/2026,0,0,0,0
58415M55R00000,04/01/2026,0,0,0,0
58415M74T00000,01/01/2026,0,0,0,0
58415M74T00000,02/01/2026,0,0,0,0
58415M74T00000,03/01/2026,0,1,1,0
58415M74T00000,04/01/2026,0,1,1,0
5841652R00000,01/01/2026,0,0,0,0
5841652R00000,02/01/2026,0,0,0,0
5841652R00000,03/01/2026,0,0,0,0
5841652R00000,04/01/2026,0,0,0,0
58416M53T00000,01/01/2026,0,0,0,0
58416M53T00000,02/01/2026,0,0,0,0
58416M53T00000,03/01/2026,0,0,0,0
58416M53T00000,04/01/2026,0,0,0,0
58416M55R00000,01/01/2026,0,0,0,0
58416M55R00000,02/01/2026,0,0,0,0
58416M55R00000,03/01/2026,0,0,0,0
58416M55R00000,04/01/2026,0,0,0,0
58416M62S00000,01/01/2026,0,0,0,0
58416M62S00000,02/01/2026,0,0,0,0
58416M62S00000,03/01/2026,0,0,0,0
58416M62S00000,04/01/2026,0,0,0,0
58416M74T00000,01/01/2026,0,0,0,0
58416M74T00000,02/01/2026,0,0,0,0
58416M74T00000,03/01/2026,0,0,0,0
58416M74T00000,04/01/2026,0,0,0,0
58417M55T00000,01/01/2026,0,0,0,0
58417M55T00000,02/01/2026,0,0,0,0
58417M55T00000,03/01/2026,0,0,0,0
58417M55T00000,04/01/2026,0,0,0,0
58417M74T00000,01/01/2026,0,0,0,0
58417M74T00000,02/01/2026,0,0,0,0
58417M74T00000,03/01/2026,0,0,0,0
58417M74T00000,04/01/2026,0,0,0,0
58417M76M00000,01/01/2026,0,0,0,0
58417M76M00000,02/01/2026,0,0,0,0
58417M76M00000,03/01/2026,0,0,0,0
58417M76M00000,04/01/2026,0,0,0,0
58418M53M00000,01/01/2026,0,1,1,0
58418M53M00000,02/01/2026,0,0,0,0
58418M53M00000,03/01/2026,0,0,0,0
58418M53M00000,04/01/2026,0,0,0,0
5842078R00000,01/01/2026,0,0,0,0
5842078R00000,02/01/2026,0,0,0,0
5842078R00000,03/01/2026,0,1,1,1
5842078R00000,04/01/2026,1,1,1,1
58420M80T00000,01/01/2026,0,1,1,0
58420M80T00000,02/01/2026,0,0,0,0
58420M80T00000,03/01/2026,0,0,0,0
58420M80T00000,04/01/2026,1,1,2,1
5842252R00000,01/01/2026,0,0,0,0
5842252R00000,02/01/2026,0,0,0,0
5842252R00000,03/01/2026,0,0,0,0
5842252R00000,04/01/2026,0,0,0,0
58422M55R00000,01/01/2026,0,0,0,0
58422M55R00000,02/01/2026,0,0,0,0
58422M55R00000,03/01/2026,0,0,0,0
58422M55R00000,04/01/2026,0,0,0,0
58422M55T00000,01/01/2026,0,0,0,0
58422M55T00000,02/01/2026,0,0,0,0
58422M55T00000,03/01/2026,0,0,0,0
58422M55T00000,04/01/2026,0,0,0,0
58433M76T00000,01/01/2026,0,0,0,0
58433M76T00000,02/01/2026,0,0,0,0
58433M76T00000,03/01/2026,0,0,0,0
58433M76T00000,04/01/2026,0,0,0,0
5851152S01000,01/01/2026,1,1,1,1
5851152S01000,02/01/2026,1,1,1,1
5851152S01000,03/01/2026,2,2,1,2
5851152S01000,04/01/2026,1,1,1,1
5851161J11000,01/01/2026,0,0,0,0
5851161J11000,02/01/2026,0,0,0,0
5851161J11000,03/01/2026,0,0,0,0
5851161J11000,04/01/2026,0,0,0,0
5860060811000,01/01/2026,0,0,0,0
5860060811000,02/01/2026,0,0,0,0
5860060811000,03/01/2026,0,0,0,0
5860060811000,04/01/2026,0,0,0,0
5860073R00000,01/01/2026,0,0,0,0
5860073R00000,02/01/2026,0,0,0,0
5860073R00000,03/01/2026,0,0,0,0
5860073R00000,04/01/2026,0,0,0,0
58600M53T10000,01/01/2026,0,0,0,0
58600M53T10000,02/01/2026,0,0,0,0
58600M53T10000,03/01/2026,0,0,0,0
58600M53T10000,04/01/2026,0,0,0,0
58600M54T10000,01/01/2026,0,0,0,0
58600M54T10000,02/01/2026,0,0,0,0
58600M54T10000,03/01/2026,0,0,0,0
58600M54T10000,04/01/2026,0,0,0,0
58600M55R20000,01/01/2026,0,0,0,0
58600M55R20000,02/01/2026,0,1,1,1
58600M55R20000,03/01/2026,0,0,0,0
58600M55R20000,04/01/2026,0,0,0,0
58600M55T10000,01/01/2026,0,0,0,0
58600M55T10000,02/01/2026,0,0,0,0
58600M55T10000,03/01/2026,0,0,0,0
58600M55T10000,04/01/2026,0,1,1,1
58600M58R00000,01/01/2026,0,0,0,0
58600M58R00000,02/01/2026,0,0,0,0
58600M58R00000,03/01/2026,0,0,0,0
58600M58R00000,04/01/2026,0,0,0,0
58600M62S10000,01/01/2026,0,1,1,1
58600M62S10000,02/01/2026,0,0,0,0
58600M62S10000,03/01/2026,0,0,0,0
58600M62S10000,04/01/2026,0,1,1,1
58600M68P21000,01/01/2026,0,0,0,0
58600M68P21000,02/01/2026,0,0,0,0
58600M68P21000,03/01/2026,0,1,1,1
58600M68P21000,04/01/2026,0,1,1,1
58600M81R10000,01/01/2026,0,0,0,0
58600M81R10000,02/01/2026,0,0,0,0
58600M81R10000,03/01/2026,0,0,0,0
58600M81R10000,04/01/2026,0,0,0,0
5861080S00000,01/01/2026,0,0,0,0
5861080S00000,02/01/2026,0,1,1,1
5861080S00000,03/01/2026,0,0,0,0
5861080S00000,04/01/2026,0,0,0,0
58610M55T00000,01/01/2026,0,0,0,0
58610M55T00000,02/01/2026,0,0,0,0
58610M55T00000,03/01/2026,0,1,1,1
58610M55T00000,04/01/2026,0,0,0,0
58610M68P10000,01/01/2026,0,0,0,0
58610M68P10000,02/01/2026,0,0,0,0
58610M68P10000,03/01/2026,0,0,0,0
58610M68P10000,04/01/2026,0,0,0,0
58610M76T10000,01/01/2026,0,0,0,0
58610M76T10000,02/01/2026,0,0,0,0
58610M76T10000,03/01/2026,0,0,0,0
58610M76T10000,04/01/2026,0,1,1,1
58610M81R00000,01/01/2026,0,0,0,0
58610M81R00000,02/01/2026,0,0,0,0
58610M81R00000,03/01/2026,0,1,1,1
58610M81R00000,04/01/2026,0,0,0,0
5861152S01000,01/01/2026,0,1,1,1
5861152S01000,02/01/2026,0,0,0,0
5861152S01000,03/01/2026,0,0,0,0
5861152S01000,04/01/2026,3,3,4,3
5861157M00000,01/01/2026,1,1,1,1
5861157M00000,02/01/2026,0,1,1,1
5861157M00000,03/01/2026,0,0,0,0
5861157M00000,04/01/2026,0,0,0,0
5861161J11000,01/01/2026,0,1,1,0
5861161J11000,02/01/2026,0,0,0,0
5861161J11000,03/01/2026,0,0,0,0
5861161J11000,04/01/2026,0,0,0,0
5861178R00000,01/01/2026,0,0,0,0
5861178R00000,02/01/2026,1,1,2,1
5861178R00000,03/01/2026,2,2,2,2
5861178R00000,04/01/2026,2,1,2,1
58611M78R00000,01/01/2026,5,3,3,3
58611M78R00000,02/01/2026,3,4,2,3
58611M78R00000,03/01/2026,0,0,0,0
58611M78R00000,04/01/2026,0,0,0,0
5861452R00000,01/01/2026,0,0,0,0
5861452R00000,02/01/2026,0,1,1,0
5861452R00000,03/01/2026,0,0,0,0
5861452R00000,04/01/2026,0,0,0,0
58614M55T00000,01/01/2026,0,1,1,0
58614M55T00000,02/01/2026,0,0,0,0
58614M55T00000,03/01/2026,0,0,0,0
58614M55T00000,04/01/2026,0,0,0,0
58614M68P10000,01/01/2026,0,0,0,0
58614M68P10000,02/01/2026,0,0,0,0
58614M68P10000,03/01/2026,0,0,0,0
58614M68P10000,04/01/2026,0,1,1,0
58615M62S00000,01/01/2026,0,1,1,0
58615M62S00000,02/01/2026,0,0,0,0
58615M62S00000,03/01/2026,0,0,0,0
58615M62S00000,04/01/2026,0,0,0,0
58615M68P00000,01/01/2026,0,0,0,0
58615M68P00000,02/01/2026,0,0,0,0
58615M68P00000,03/01/2026,0,0,0,0
58615M68P00000,04/01/2026,0,0,0,0
5861652R00000,01/01/2026,0,0,0,0
5861652R00000,02/01/2026,0,0,0,0
5861652R00000,03/01/2026,0,0,0,0
5861652R00000,04/01/2026,0,0,0,0
5861868P10000,01/01/2026,0,0,0,0
5861868P10000,02/01/2026,0,0,0,0
5861868P10000,03/01/2026,0,0,0,0
5861868P10000,04/01/2026,0,0,0,0
58618M68P00000,01/01/2026,0,0,0,0
58618M68P00000,02/01/2026,0,0,0,0
58618M68P00000,03/01/2026,0,0,0,0
58618M68P00000,04/01/2026,0,0,0,0
58618M68P10000,01/01/2026,0,0,0,0
58618M68P10000,02/01/2026,0,1,1,0
58618M68P10000,03/01/2026,0,0,0,0
58618M68P10000,04/01/2026,0,0,0,0
5861952R00000,01/01/2026,0,0,0,0
5861952R00000,02/01/2026,0,1,1,0
5861952R00000,03/01/2026,0,0,0,0
5861952R00000,04/01/2026,0,0,0,0
58630M68P20000,01/01/2026,0,0,0,0
58630M68P20000,02/01/2026,0,0,0,0
58630M68P20000,03/01/2026,0,0,0,0
58630M68P20000,04/01/2026,0,0,0,0
58630M68P30000,01/01/2026,0,0,0,0
58630M68P30000,02/01/2026,0,0,0,0
58630M68P30000,03/01/2026,0,0,0,0
58630M68P30000,04/01/2026,0,0,0,0
5863468P10000,01/01/2026,0,0,0,0
5863468P10000,02/01/2026,0,0,0,0
5863468P10000,03/01/2026,0,0,0,0
5863468P10000,04/01/2026,0,0,0,0
58634M62S00000,01/01/2026,0,0,0,0
58634M62S00000,02/01/2026,0,0,0,0
58634M62S00000,03/01/2026,0,0,0,0
58634M62S00000,04/01/2026,0,0,0,0
5863568P00000,01/01/2026,0,0,0,0
5863568P00000,02/01/2026,0,0,0,0
5863568P00000,03/01/2026,0,0,0,0
5863568P00000,04/01/2026,0,0,0,0
58635M62S00000,01/01/2026,0,0,0,0
58635M62S00000,02/01/2026,0,0,0,0
58635M62S00000,03/01/2026,0,0,0,0
58635M62S00000,04/01/2026,0,0,0,0
58642M62S00000,01/01/2026,0,0,0,0
58642M62S00000,02/01/2026,0,0,0,0
58642M62S00000,03/01/2026,0,0,0,0
58642M62S00000,04/01/2026,0,0,0,0
58650M68P10000,01/01/2026,0,0,0,0
58650M68P10000,02/01/2026,0,0,0,0
58650M68P10000,03/01/2026,0,0,0,0
58650M68P10000,04/01/2026,0,0,0,0
58671M55R00000,01/01/2026,0,1,1,0
58671M55R00000,02/01/2026,0,0,0,0
58671M55R00000,03/01/2026,0,0,0,0
58671M55R00000,04/01/2026,0,0,0,0
5870052R01000,01/01/2026,0,0,0,0
5870052R01000,02/01/2026,0,0,0,0
5870052R01000,03/01/2026,0,0,0,0
5870052R01000,04/01/2026,0,1,1,0
5870060K02000,01/01/2026,0,0,0,0
5870060K02000,02/01/2026,0,0,0,0
5870060K02000,03/01/2026,0,0,0,0
5870060K02000,04/01/2026,0,0,0,0
5870073R00000,01/01/2026,0,0,0,0
5870073R00000,02/01/2026,0,0,0,0
5870073R00000,03/01/2026,0,0,0,0
5870073R00000,04/01/2026,0,0,0,0
58700M53T10000,01/01/2026,0,0,0,0
58700M53T10000,02/01/2026,0,0,0,0
58700M53T10000,03/01/2026,0,0,0,0
58700M53T10000,04/01/2026,0,0,0,0
58700M54T10000,01/01/2026,0,0,0,0
58700M54T10000,02/01/2026,0,0,0,0
58700M54T10000,03/01/2026,0,0,0,0
58700M54T10000,04/01/2026,0,0,0,0
58700M55R20000,01/01/2026,0,0,0,0
58700M55R20000,02/01/2026,0,0,0,0
58700M55R20000,03/01/2026,1,1,1,1
58700M55R20000,04/01/2026,2,2,1,2
58700M55T10000,01/01/2026,0,0,0,0
58700M55T10000,02/01/2026,0,1,1,1
58700M55T10000,03/01/2026,0,0,0,0
58700M55T10000,04/01/2026,0,0,0,0
58700M62S10000,01/01/2026,0,1,1,1
58700M62S10000,02/01/2026,0,0,0,0
58700M62S10000,03/01/2026,0,0,0,0
58700M62S10000,04/01/2026,0,0,0,0
58700M62SB0000,01/01/2026,0,1,1,1
58700M62SB0000,02/01/2026,0,0,0,0
58700M62SB0000,03/01/2026,0,0,0,0
58700M62SB0000,04/01/2026,0,0,0,0
58700M68P11000,01/01/2026,0,1,1,1
58700M68P11000,02/01/2026,0,0,0,0
58700M68P11000,03/01/2026,1,1,2,1
58700M68P11000,04/01/2026,0,1,1,1
58700M74L10000,01/01/2026,0,0,0,0
58700M74L10000,02/01/2026,0,0,0,0
58700M74L10000,03/01/2026,0,0,0,0
58700M74L10000,04/01/2026,0,0,0,0
5871052R00000,01/01/2026,0,0,0,0
5871052R00000,02/01/2026,0,1,1,1
5871052R00000,03/01/2026,0,0,0,0
5871052R00000,04/01/2026,0,0,0,0
5871062R11000,01/01/2026,0,0,0,0
5871062R11000,02/01/2026,0,0,0,0
5871062R11000,03/01/2026,0,0,0,0
5871062R11000,04/01/2026,0,0,0,0
5871078R00000,01/01/2026,0,0,0,0
5871078R00000,02/01/2026,0,0,0,0
5871078R00000,03/01/2026,0,0,0,0
5871078R00000,04/01/2026,0,0,0,0
58710M55T00000,01/01/2026,0,1,1,1
58710M55T00000,02/01/2026,0,0,0,0
58710M55T00000,03/01/2026,0,0,0,0
58710M55T00000,04/01/2026,0,0,0,0
58710M68P10000,01/01/2026,0,0,0,0
58710M68P10000,02/01/2026,0,0,0,0
58710M68P10000,03/01/2026,0,1,1,1
58710M68P10000,04/01/2026,0,0,0,0
58710M76T10000,01/01/2026,0,0,0,0
58710M76T10000,02/01/2026,0,0,0,0
58710M76T10000,03/01/2026,0,0,0,0
58710M76T10000,04/01/2026,0,0,0,0
58710M81R00000,01/01/2026,0,0,0,0
58710M81R00000,02/01/2026,0,0,0,0
58710M81R00000,03/01/2026,0,0,0,0
58710M81R00000,04/01/2026,0,0,0,0
58714M55T00000,01/01/2026,0,1,1,0
58714M55T00000,02/01/2026,0,0,0,0
58714M55T00000,03/01/2026,0,0,0,0
58714M55T00000,04/01/2026,0,0,0,0
58714M68P10000,01/01/2026,0,0,0,0
58714M68P10000,02/01/2026,0,0,0,0
58714M68P10000,03/01/2026,0,0,0,0
58714M68P10000,04/01/2026,1,1,1,1
5871652R00000,01/01/2026,0,0,0,0
5871652R00000,02/01/2026,0,0,0,0
5871652R00000,03/01/2026,0,0,0,0
5871652R00000,04/01/2026,0,0,0,0
5871868P10000,01/01/2026,0,0,0,0
5871868P10000,02/01/2026,0,0,0,0
5871868P10000,03/01/2026,0,0,0,0
5871868P10000,04/01/2026,0,0,0,0
58718M68P00000,01/01/2026,0,0,0,0
58718M68P00000,02/01/2026,0,1,1,0
58718M68P00000,03/01/2026,0,0,0,0
58718M68P00000,04/01/2026,0,0,0,0
58718M68P10000,01/01/2026,0,0,0,0
58718M68P10000,02/01/2026,0,0,0,0
58718M68P10000,03/01/2026,0,0,0,0
58718M68P10000,04/01/2026,0,0,0,0
58730M68P20000,01/01/2026,0,1,1,0
58730M68P20000,02/01/2026,0,0,0,0
58730M68P20000,03/01/2026,0,0,0,0
58730M68P20000,04/01/2026,0,0,0,0
58730M68P30000,01/01/2026,0,1,1,1
58730M68P30000,02/01/2026,0,0,0,0
58730M68P30000,03/01/2026,0,0,0,0
58730M68P30000,04/01/2026,0,0,0,0
5873452R00000,01/01/2026,0,0,0,0
5873452R00000,02/01/2026,0,0,0,0
5873452R00000,03/01/2026,0,0,0,0
5873452R00000,04/01/2026,0,0,0,0
58735M62S00000,01/01/2026,0,0,0,0
58735M62S00000,02/01/2026,0,0,0,0
58735M62S00000,03/01/2026,0,0,0,0
58735M62S00000,04/01/2026,0,0,0,0
58742M62S00000,01/01/2026,0,0,0,0
58742M62S00000,02/01/2026,0,1,1,0
58742M62S00000,03/01/2026,0,0,0,0
58742M62S00000,04/01/2026,0,0,0,0
5875052R00000,01/01/2026,0,0,0,0
5875052R00000,02/01/2026,0,0,0,0
5875052R00000,03/01/2026,0,0,0,0
5875052R00000,04/01/2026,0,0,0,0
58750M68P10000,01/01/2026,0,0,0,0
58750M68P10000,02/01/2026,0,0,0,0
58750M68P10000,03/01/2026,0,0,0,0
58750M68P10000,04/01/2026,0,0,0,0
58766M68P00000,01/01/2026,0,0,0,0
58766M68P00000,02/01/2026,0,0,0,0
58766M68P00000,03/01/2026,0,0,0,0
58766M68P00000,04/01/2026,0,0,0,0
58771M55R00000,01/01/2026,0,1,1,0
58771M55R00000,02/01/2026,0,0,0,0
58771M55R00000,03/01/2026,0,0,0,0
58771M55R00000,04/01/2026,0,0,0,0
58771M74T00000,04/01/2026,0,1,1,0
5881152S30000,01/01/2026,0,0,0,0
5881152S30000,02/01/2026,0,0,0,0
5881152S30000,03/01/2026,0,0,0,0
5881152S30000,04/01/2026,0,0,0,0
5881157M00000,01/01/2026,0,0,0,0
5881157M00000,02/01/2026,0,1,1,1
5881157M00000,03/01/2026,0,0,0,0
5881157M00000,04/01/2026,0,0,0,0
5881178R00000,01/01/2026,2,2,1,2
5881178R00000,02/01/2026,1,1,1,0
5881178R00000,03/01/2026,2,2,2,2
5881178R00000,04/01/2026,2,3,2,3
5881181A10000,01/01/2026,0,0,0,0
5881181A10000,02/01/2026,0,1,1,1
5881181A10000,03/01/2026,0,0,0,0
5881181A10000,04/01/2026,0,0,0,0
58811M78R00000,01/01/2026,1,1,2,1
58811M78R00000,02/01/2026,3,3,2,4
58811M78R00000,03/01/2026,2,2,2,2
58811M78R00000,04/01/2026,4,3,2,5
5881252S10000,01/01/2026,0,0,0,0
5881252S10000,02/01/2026,0,1,1,1
5881252S10000,03/01/2026,0,0,0,0
5881252S10000,04/01/2026,0,0,0,0
5882152S20000,01/01/2026,0,0,0,0
5882152S20000,02/01/2026,0,0,0,0
5882152S20000,03/01/2026,0,0,0,0
5882152S20000,04/01/2026,0,0,0,0
5885052S00000,01/01/2026,0,0,0,0
5885052S00000,02/01/2026,0,0,0,0
5885052S00000,03/01/2026,0,0,0,0
5885052S00000,04/01/2026,0,0,0,0
5886052S00000,01/01/2026,0,0,0,0
5886052S00000,02/01/2026,0,0,0,0
5886052S00000,03/01/2026,0,0,0,0
5886052S00000,04/01/2026,0,0,0,0
5887052S30000,01/01/2026,0,0,0,0
5887052S30000,02/01/2026,0,0,0,0
5887052S30000,03/01/2026,0,0,0,0
5887052S30000,04/01/2026,0,0,0,0
5889052S00000,01/01/2026,0,1,1,0
5889052S00000,02/01/2026,0,0,0,0
5889052S00000,03/01/2026,0,0,0,0
5889052S00000,04/01/2026,0,0,0,0
5891052S11000,01/01/2026,0,0,0,0
5891052S11000,02/01/2026,0,0,0,0
5891052S11000,03/01/2026,0,1,1,0
5891052S11000,04/01/2026,0,0,0,0
5891078R00000,01/01/2026,0,0,0,0
5891078R00000,02/01/2026,0,1,1,0
5891078R00000,03/01/2026,0,0,0,0
5891078R00000,04/01/2026,0,0,0,0
5892052S11000,01/01/2026,0,0,0,0
5892052S11000,02/01/2026,0,0,0,0
5892052S11000,03/01/2026,0,1,1,0
5892052S11000,04/01/2026,0,0,0,0
59100M68P71000,01/01/2026,0,0,0,0
59100M68P71000,02/01/2026,0,0,0,0
59100M68P71000,03/01/2026,0,0,0,0
59100M68P71000,04/01/2026,0,0,0,0
59211M62S10000,01/01/2026,0,0,0,0
59211M62S10000,02/01/2026,0,0,0,0
59211M62S10000,03/01/2026,0,0,0,0
59211M62S10000,04/01/2026,0,0,0,0
59280M62S10000,01/01/2026,0,0,0,0
59280M62S10000,02/01/2026,0,0,0,0
59280M62S10000,03/01/2026,0,0,0,0
59280M62S10000,04/01/2026,0,0,0,0
5928352R00000,01/01/2026,0,0,0,0
5928352R00000,02/01/2026,0,0,0,0
5928352R00000,03/01/2026,0,0,0,0
5928352R00000,04/01/2026,0,0,0,0
59300M55R10000,01/01/2026,0,0,0,0
59300M55R10000,02/01/2026,0,0,0,0
